id	text	label
179	Men are made for happiness, and he who is completely happy has the right to say to himself, 'I am doing God's will on earth.	philosophy
180	What? Who are you marrying?” His jaw tightened.“Princess Cleiona Bellos.” Lucia could not believe her ears. “This has been arranged.” Magnus gave her a look.“Oh, not at all. Since helping to take her father's kingdom and destroy her life,I couldn’t help but fall madly in love with her. Yes,obviously it was arranged.	sarcasm
181	Violence begins with the fork.	philosophy
182	Thank you so much for the rude know-it-all attitude while also having to look at your ridiculously colored hair and obnoxious facial and chest piercings. I am very fortunate to have just been schooled by someone who looks like they graduated from Care Bear Carnage University.	sarcasm
183	The cynic sees only cynicism, the depressive can taint creation with one glance	philosophy
184	It's not him who's disturbed. But he likes to disturb others--to shake them out of their rut.	philosophy
185	Why do we mortals wonder if it is through 'human chaos' or through 'divine perfection' when the world guides us to some magical event? In either case, is not the result the same? Is the result not 'divine perfection?	philosophy
186	In truth, Freud sees nothing and understands nothing.	philosophy
187	I love her like a major holiday. You know, not enough people celebrate the joy that is Tax Season, with the High Holy Day coming on April 15th. 	sarcasm
188	Remember your humanity, and forget the rest.	philosophy
189	It takes too much energy to be against something unless it's really important.	philosophy
190	I don't know about your true form, but the weight of your ego sure is pushing the crust of the earth toward the breaking point.	sarcasm
191	Friendship is unnecessary, like philosophy like art... It has no survival value; rather it is one of those things that give values to survival.	philosophy
192	The more this guy talked, the more he sounded like a fortune cookie.	sarcasm
193	Anything you're good at contributes to happiness.	philosophy
194	"You were dropped as a child, weren't you?"" Varen asked her. ""Maybe once or twice,"" Gwen said, ""but at least I wasn't raised by highly literate vampires who, every night just before bed, fed me a steady diet of dark sarcasm and gothic horror fiction."" ""Every morning before bed,"" Varen corrected. Stepping forward, he moved toward the headstone. ""We slept during the day."	sarcasm
195	A preoccupation with the next world clearly shows an inability to cope credibly with this one.	philosophy
196	The flame that burns Twice as bright burns half as long.	philosophy
197	Miss Prendregast!” He rapped on his desk with his knuckles. “You were never in any danger!”  “Except from the wild animals.”  His lids swept down as if he needed a reprieve from looking at her. “Alert me if you’re attacked by a rabbit.	sarcasm
198	This inhuman place makes human monsters.	philosophy
199	Pride is the recognition of the fact that you are your own highest value and, like all of man’s values, it has to be earned. His own happiness is man’s only moral purpose, but only his own virtue can achieve it…Life is the reward of virtue- and happiness is the goal and the reward of life.  Happiness is a state of non-contradictory joy- a joy without penalty or guilt, a joy that does not clash with any of your values and does not work for your won destruction, not the joy of escaping from your mind, but using your mind’s fullest power.  Happiness is possible only to a rational man, the man who desires nothing but rational goals, seek nothing but rational values and finds his joy in nothing bu rational actions.  The symbol of all relationships among such men, the moral symbol of respect for human beings, is the trade…A trader is a man who earns what he gets and does not give or take the undeserved.	philosophy
